datetime,Date,Time,Open,High,low,Close,Volume
2019-12-04,20191204,0,225.027,225.392,223.564,223.93,2307941
2019-12-05,20191205,0,225.21,225.758,222.468,223.199,1598038
2019-12-06,20191206,0,224.113,226.489,223.93,225.941,2027983
2019-12-09,20191209,0,225.392,226.855,224.296,225.392,1352537
2019-12-10,20191210,0,225.575,225.941,223.382,224.478,1432238
2019-12-11,20191211,0,223.016,224.296,220.274,224.113,2292221
2019-12-12,20191212,0,225.758,230.145,225.758,228.317,4054778
2019-12-13,20191213,0,231.059,233.07,229.962,233.07,5923634
2019-12-16,20191216,0,231.608,232.704,229.78,230.328,2060339
2019-12-17,20191217,0,229.414,235.629,229.231,234.898,4226427
2019-12-18,20191218,0,234.898,237.457,233.07,235.264,3417537
2019-12-19,20191219,0,235.629,235.812,232.156,232.887,2345964
2019-12-20,20191220,0,232.887,233.984,231.608,233.984,4225605
2019-12-23,20191223,0,235.446,235.446,232.339,233.618,2149362
2019-12-24,20191224,0,233.436,233.984,229.962,231.242,1617871
2019-12-27,20191227,0,232.339,235.446,232.339,233.984,1904593
2019-12-30,20191230,0,234.715,236.543,233.07,233.436,2643928
2019-12-31,20191231,0,233.984,234.35,230.511,231.059,1484976
2020-01-02,20200102,0,231.242,240.199,230.694,238.188,5938532
2020-01-03,20200103,0,241.479,247.146,241.296,243.49,9455239
2020-01-06,20200106,0,243.124,247.328,242.21,244.769,4779397
2020-01-07,20200107,0,248.425,248.608,245.5,245.866,2835228
2020-01-08,20200108,0,244.769,245.683,242.393,244.769,3875908
2020-01-09,20200109,0,250.07,251.167,247.694,250.802,4565887
2020-01-10,20200110,0,250.984,251.35,249.339,251.167,2614040
2020-01-13,20200113,0,252.081,256.468,251.35,255.92,5623659
2020-01-14,20200114,0,257.748,258.114,252.812,252.995,3670990
2020-01-15,20200115,0,252.63,255.189,250.619,254.458,3127982
2020-01-16,20200116,0,255.92,257.382,252.63,253.726,2757447
2020-01-17,20200117,0,255.554,256.651,253.178,255.189,2142325
2020-01-20,20200120,0,255.92,259.21,255.006,256.103,4607474
2020-01-21,20200121,0,255.554,255.92,247.146,248.242,6574311
2020-01-22,20200122,0,248.608,250.984,246.597,250.984,2891896
2020-01-23,20200123,0,249.705,250.802,243.49,245.5,4217470
2020-01-24,20200124,0,245.866,248.608,245.318,248.06,1333983
2020-01-29,20200129,0,239.834,243.49,239.102,241.113,4443959
2020-01-30,20200130,0,242.21,243.307,233.436,235.812,4661674
2020-01-31,20200131,0,238.737,240.382,236.36,236.726,3949668
2020-02-03,20200203,0,234.35,239.102,233.984,237.457,3381252
2020-02-04,20200204,0,237.274,242.027,236.178,240.748,4742929
2020-02-05,20200205,0,242.941,243.855,240.565,243.672,5211994
2020-02-06,20200206,0,246.414,251.167,246.232,248.791,6625038
2020-02-07,20200207,0,249.339,249.339,244.221,247.511,2832669
2020-02-10,20200210,0,244.769,246.597,244.038,244.952,2360496
2020-02-11,20200211,0,246.78,247.694,244.586,247.328,2915020
2020-02-12,20200212,0,246.963,248.974,246.232,246.963,2244418
2020-02-13,20200213,0,247.694,248.425,244.221,245.135,2792087
2020-02-14,20200214,0,244.221,247.694,244.221,246.049,1681486
2020-02-17,20200217,0,246.414,249.522,246.414,249.339,2170019
2020-02-18,20200218,0,249.156,249.156,245.866,246.78,1598129
2020-02-19,20200219,0,247.146,248.06,246.232,247.694,1377398
2020-02-20,20200220,0,248.242,248.425,244.038,248.06,2602158
2020-02-21,20200221,0,247.146,247.694,243.307,244.038,2987043
2020-02-24,20200224,0,242.21,242.21,237.274,237.64,5127814
2020-02-25,20200225,0,237.64,239.834,235.995,239.285,3510217
2020-02-26,20200226,0,235.629,238.554,234.898,236.726,3101202
2020-02-27,20200227,0,237.457,238.371,234.167,238.371,3168107
2020-02-28,20200228,0,234.532,235.081,228.5,232.887,6688195
2020-03-02,20200302,0,233.801,235.812,231.425,233.253,4119946
2020-03-03,20200303,0,235.812,237.64,233.436,234.715,3628123
2020-03-04,20200304,0,234.35,234.898,231.79,233.07,3848031
2020-03-05,20200305,0,235.081,237.64,233.07,237.457,4451089
2020-03-06,20200306,0,235.264,236.178,233.253,233.801,2563496
2020-03-09,20200309,0,229.78,230.145,226.672,226.855,7143824
2020-03-10,20200310,0,227.586,230.328,224.296,229.048,5842197
2020-03-11,20200311,0,230.325,230.88,227.92,228.105,3481330
2020-03-12,20200312,0,224.96,226.255,219.225,220.335,6591828
2020-03-13,20200313,0,212.565,221.815,209.05,220.89,10385068
2020-03-16,20200316,0,214.6,217.005,210.9,212.75,7307038
2020-03-17,20200317,0,210.9,214.785,207.015,214.415,6620040
2020-03-18,20200318,0,213.86,217.005,205.35,205.535,7306112
2020-03-19,20200319,0,202.02,203.685,190.55,198.32,15783460
2020-03-20,20200320,0,201.465,205.165,199.615,201.835,10713905
2020-03-23,20200323,0,193.325,198.875,193.14,196.655,7668620
2020-03-24,20200324,0,201.835,207.2,201.28,207.2,7366238
2020-03-25,20200325,0,212.75,215.525,210.715,215.525,7680368
2020-03-26,20200326,0,216.265,216.265,211.27,214.97,4978350
2020-03-27,20200327,0,218.115,219.965,214.415,214.97,4981310
2020-03-30,20200330,0,211.825,217.375,211.825,213.675,4879190
2020-03-31,20200331,0,218.855,218.855,213.675,215.155,3357658
2020-04-01,20200401,0,218.3,218.3,211.455,213.305,4263602
2020-04-02,20200402,0,212.935,217.005,212.01,216.08,2317495
2020-04-03,20200403,0,215.525,218.855,215.155,218.485,3202442
2020-04-06,20200406,0,220.15,222.37,217.19,222.0,3512225
2020-04-07,20200407,0,224.775,226.07,223.11,225.515,3771318
2020-04-08,20200408,0,223.665,225.145,222.37,223.665,2159782
2020-04-09,20200409,0,226.625,229.77,225.145,228.845,4447678
2020-04-14,20200414,0,228.66,231.25,228.29,230.325,2456338
2020-04-15,20200415,0,231.065,232.36,226.81,226.995,3552000
2020-04-16,20200416,0,226.995,228.475,224.96,225.885,2829482
2020-04-17,20200417,0,231.065,231.99,226.995,228.29,2468640
2020-04-20,20200420,0,228.66,229.4,225.515,226.81,1944905
2020-04-21,20200421,0,227.55,228.29,221.63,224.035,2793130
2020-04-22,20200422,0,222.37,224.775,221.075,223.85,2165055
2020-04-23,20200423,0,227.55,227.735,224.035,225.145,2079678
2020-04-24,20200424,0,224.775,226.625,223.665,226.44,1481942
2020-04-27,20200427,0,226.625,228.66,226.625,228.29,1894862
2020-04-28,20200428,0,228.66,233.84,228.105,233.655,4591330
2020-04-29,20200429,0,234.025,235.505,233.1,233.285,2565302
2020-05-04,20200504,0,228.475,228.475,225.7,227.92,3963070
2020-05-05,20200505,0,229.77,234.58,228.66,234.395,3470692
2020-05-06,20200506,0,233.1,235.875,233.1,234.395,3904332
2020-05-07,20200507,0,234.395,234.58,224.775,227.92,8374765
2020-05-08,20200508,0,229.03,229.585,224.035,224.775,7227118
2020-05-11,20200511,0,227.365,232.73,227.365,231.805,5390530
2020-05-12,20200512,0,232.175,233.47,229.77,232.36,4125778
2020-05-13,20200513,0,231.62,236.245,230.695,234.395,3987398
2020-05-14,20200514,0,233.84,233.84,230.51,231.435,2711638
2020-05-15,20200515,0,231.25,234.025,229.77,233.285,1995595
2020-05-18,20200518,0,232.73,236.8,232.545,236.06,2908848
2020-05-19,20200519,0,241.425,246.42,241.24,245.125,9662550
2020-05-20,20200520,0,244.94,248.64,243.09,245.865,5304875
2020-05-21,20200521,0,249.75,254.005,249.565,249.935,10895945
2020-05-22,20200522,0,247.16,247.345,238.28,239.76,11853782
2020-05-25,20200525,0,238.465,254.19,235.875,254.19,12412482
2020-05-26,20200526,0,257.15,259.74,252.155,252.525,7781008
2020-05-27,20200527,0,254.93,256.41,249.195,251.6,5594215
2020-05-28,20200528,0,251.415,251.97,244.2,247.9,8922272
2020-05-29,20200529,0,245.865,253.82,245.68,250.305,4319750
2020-06-01,20200601,0,257.52,262.33,255.485,261.22,12844828
2020-06-02,20200602,0,263.07,266.955,261.96,266.215,10118112
2020-06-03,20200603,0,268.99,272.32,267.51,269.915,9951705
2020-06-04,20200604,0,273.06,273.245,267.51,268.99,5551572
2020-06-05,20200605,0,269.545,272.69,268.435,271.95,6025172
2020-06-08,20200608,0,272.875,276.39,270.1,270.47,7272258
2020-06-09,20200609,0,271.025,273.8,268.62,269.175,6776642
2020-06-10,20200610,0,271.95,274.725,271.025,274.355,5458055
2020-06-11,20200611,0,274.91,277.13,272.505,272.505,7418500
2020-06-12,20200612,0,267.14,273.615,266.77,273.615,4788170
2020-06-15,20200615,0,271.21,274.17,264.735,265.66,6997070
2020-06-16,20200616,0,271.21,273.615,270.84,272.875,4642205
2020-06-17,20200617,0,275.65,276.02,270.285,271.95,4683275
2020-06-18,20200618,0,271.95,273.615,268.435,273.43,6324040
2020-06-19,20200619,0,273.8,278.24,273.615,276.575,10025612
2020-06-22,20200622,0,277.87,288.6,277.315,288.6,11113320
2020-06-23,20200623,0,291.19,296.0,283.05,296.0,10993440
2020-06-24,20200624,0,296.0,297.665,293.225,294.52,5263250
2020-06-26,20200626,0,295.075,297.665,292.3,295.075,4705290
2020-06-29,20200629,0,293.965,296.925,293.04,296.0,4781695
2020-06-30,20200630,0,297.48,307.285,296.0,304.51,9534068
2020-07-02,20200702,0,308.025,323.195,306.545,322.455,11044778
2020-07-03,20200703,0,323.565,327.82,315.425,319.495,9434630
2020-07-06,20200706,0,320.05,328.375,319.495,326.34,7716905
2020-07-07,20200707,0,328.19,333.0,320.975,321.53,8040285
2020-07-08,20200708,0,323.75,330.965,322.085,330.78,5884572
2020-07-09,20200709,0,333.0,343.175,331.705,342.805,8013922
2020-07-10,20200710,0,338.735,345.58,335.035,336.885,7005210
2020-07-13,20200713,0,336.7,341.88,334.11,334.665,7042025
2020-07-14,20200714,0,329.3,332.445,323.75,328.375,7488245
2020-07-15,20200715,0,336.7,337.07,326.71,329.115,4693450
2020-07-16,20200716,0,329.3,330.04,310.245,310.8,9279230
2020-07-17,20200717,0,313.575,322.64,313.575,319.865,5142445
2020-07-20,20200720,0,322.825,325.785,315.98,320.79,3166645
2020-07-21,20200721,0,338.365,351.5,332.815,351.315,12439585
2020-07-22,20200722,0,350.945,352.425,333.925,334.11,6712910
2020-07-23,20200723,0,338.365,346.875,337.07,346.69,7291682
2020-07-24,20200724,0,343.175,343.915,331.335,333.925,7689988
2020-07-27,20200727,0,334.665,338.55,324.86,327.265,6745655
2020-07-28,20200728,0,333.0,339.845,332.075,335.405,3889718
2020-07-29,20200729,0,334.11,341.325,333.74,340.215,3651715
2020-07-30,20200730,0,340.585,346.505,335.22,336.33,4420575
2020-07-31,20200731,0,339.105,344.47,337.81,340.955,4071850
2020-08-03,20200803,0,344.285,345.395,340.215,342.805,2420078
2020-08-04,20200804,0,345.95,350.575,343.175,347.985,4303932
2020-08-05,20200805,0,350.575,358.53,347.245,356.865,5447418
2020-08-06,20200806,0,358.53,358.9,348.725,356.125,5020715
2020-08-07,20200807,0,356.495,357.42,343.175,353.535,4586890
2020-08-10,20200810,0,349.65,349.65,343.545,346.32,5043470
2020-08-11,20200811,0,347.06,351.13,342.62,345.025,5180462
2020-08-12,20200812,0,343.915,344.285,331.335,340.77,8636540
2020-08-13,20200813,0,346.505,347.8,342.25,342.805,2116862
2020-08-14,20200814,0,343.36,345.21,339.475,340.955,2505270
2020-08-17,20200817,0,338.18,348.355,337.995,347.43,4215688
2020-08-18,20200818,0,348.725,350.76,347.245,349.65,2365872
2020-08-19,20200819,0,349.65,353.165,343.36,345.395,2570020
2020-08-20,20200820,0,345.025,345.025,338.55,344.1,5960330
2020-08-21,20200821,0,345.58,349.465,343.545,347.615,2561972
2020-08-24,20200824,0,349.465,352.98,348.355,351.87,3014482
2020-08-25,20200825,0,352.61,353.35,347.06,347.8,2958982
2020-08-26,20200826,0,345.395,353.905,345.025,352.98,2675008
2020-08-27,20200827,0,353.165,356.31,349.65,352.24,2774630
2020-08-28,20200828,0,354.09,356.68,350.205,351.87,5029318
2020-08-31,20200831,0,354.83,367.965,354.83,361.675,6815215
2020-09-01,20200901,0,364.243,368.162,360.511,367.602,4349926
2020-09-02,20200902,0,367.975,370.214,364.243,367.042,3651389
2020-09-03,20200903,0,365.176,367.415,358.459,359.765,2895286
2020-09-04,20200904,0,353.047,354.353,345.21,353.794,5985382
2020-09-07,20200907,0,349.875,353.047,345.21,345.21,5678704
2020-09-08,20200908,0,348.755,349.502,337.186,343.904,4255040
2020-09-09,20200909,0,337.933,345.21,337.559,341.478,3484102
2020-09-10,20200910,0,344.837,346.703,339.239,339.799,2360303
2020-09-11,20200911,0,339.052,345.21,338.679,345.21,2258140
2020-09-14,20200914,0,346.143,352.674,345.21,348.009,2258233
2020-09-15,20200915,0,346.889,349.502,344.837,346.889,1420586
2020-09-16,20200916,0,347.076,352.114,346.516,350.435,1696007
2020-09-17,20200917,0,349.315,350.621,344.277,344.65,2303017
2020-09-18,20200918,0,346.516,347.076,343.344,346.143,2015000
2020-09-21,20200921,0,348.755,350.062,342.411,342.598,2263085
2020-09-22,20200922,0,342.224,344.09,339.985,340.545,2750018
2020-09-23,20200923,0,339.799,344.837,339.052,342.971,1559789
2020-09-24,20200924,0,340.545,341.478,333.454,334.574,4880430
2020-09-25,20200925,0,333.081,338.119,330.655,331.215,3417859
2020-09-28,20200928,0,330.282,338.492,330.282,337.559,2739848
2020-09-29,20200929,0,338.866,339.799,332.708,333.827,2174916
2020-09-30,20200930,0,336.253,340.918,333.454,338.119,2311694
2020-10-05,20201005,0,341.105,342.784,338.866,341.291,2399489
2020-10-06,20201006,0,344.277,350.808,343.717,349.688,3794698
2020-10-07,20201007,0,350.062,351.741,347.076,351.554,2441008
2020-10-08,20201008,0,354.353,354.54,348.009,351.741,1874957
2020-10-09,20201009,0,352.674,353.607,347.076,347.822,2146180
2020-10-12,20201012,0,348.009,356.219,347.076,349.875,5319686
2020-10-14,20201014,0,349.502,350.621,344.837,347.449,4117982
2020-10-15,20201015,0,345.21,346.33,337.933,338.492,4242724
2020-10-16,20201016,0,337.746,341.665,335.88,337.559,3976166
2020-10-19,20201019,0,335.88,344.464,335.88,341.851,2662222
2020-10-20,20201020,0,342.038,343.531,340.545,342.411,1507821
2020-10-21,20201021,0,343.531,348.009,343.344,346.516,2165960
2020-10-22,20201022,0,346.143,346.143,340.732,343.717,2441848
2020-10-23,20201023,0,345.956,346.143,340.918,344.837,2679016
2020-10-27,20201027,0,343.344,343.531,337.933,340.172,3893129
2020-10-28,20201028,0,340.358,354.913,339.425,352.861,7538920
2020-10-29,20201029,0,347.076,359.018,345.583,357.899,7326103
2020-10-30,20201030,0,357.152,357.339,345.023,345.21,6104806
2020-11-02,20201102,0,345.583,349.875,341.665,349.315,3384551
2020-11-03,20201103,0,352.487,358.272,350.248,353.607,5980623
2020-11-04,20201104,0,338.866,347.076,337.746,345.583,9134350
2020-11-05,20201105,0,352.674,358.645,350.808,357.339,8069144
2020-11-06,20201106,0,358.085,362.004,354.54,354.913,3899194
2020-11-09,20201109,0,362.937,368.162,360.138,362.564,6196706
2020-11-10,20201110,0,363.87,365.736,350.435,354.54,6020649
2020-11-11,20201111,0,352.674,353.047,340.545,341.478,6918848
2020-11-12,20201112,0,344.09,349.875,343.344,345.397,4019644
2020-11-13,20201113,0,348.382,351.741,345.397,347.822,3650642
2020-11-16,20201116,0,349.502,350.621,341.478,348.942,3863273
2020-11-17,20201117,0,351.741,352.487,346.143,347.263,1827187
2020-11-18,20201118,0,348.569,348.942,343.531,345.023,3114447
2020-11-19,20201119,0,344.464,347.076,342.411,346.889,2343230
2020-11-20,20201120,0,346.703,352.487,346.703,350.248,3151394
2020-11-23,20201123,0,353.607,354.54,350.248,352.674,2275120
2020-11-24,20201124,0,354.54,365.549,352.861,364.43,7406154
2020-11-25,20201125,0,367.975,371.707,355.846,356.779,7319198
2020-11-26,20201126,0,360.698,360.698,355.286,357.152,1471994
2020-11-27,20201127,0,357.152,363.124,356.033,361.071,1983371
2020-11-30,20201130,0,360.884,363.683,354.913,355.66,3265500
2020-12-01,20201201,0,360.884,362.937,357.339,359.951,2379896
2020-12-02,20201202,0,361.631,362.937,352.674,353.607,3544840
2020-12-03,20201203,0,359.205,360.138,355.846,358.272,3727615
2020-12-04,20201204,0,360.511,363.683,359.392,362.191,2477861
2020-12-07,20201207,0,364.057,364.057,356.593,358.272,3464416
2020-12-08,20201208,0,358.459,362.937,356.593,358.645,2121922
2020-12-09,20201209,0,361.258,361.817,356.779,359.018,1820096
2020-12-10,20201210,0,356.219,359.951,355.1,357.899,1406777
2020-12-11,20201211,0,359.392,361.817,358.085,360.138,1969936
2020-12-14,20201214,0,362.004,362.937,359.205,361.817,3044659
2020-12-15,20201215,0,362.004,362.004,353.98,357.339,2842105
2020-12-16,20201216,0,359.205,362.75,358.272,360.138,2709059
2020-12-17,20201217,0,362.937,365.923,361.444,365.736,3158205
2020-12-18,20201218,0,366.109,368.348,362.937,365.923,2717922
2020-12-21,20201221,0,368.348,379.731,366.109,375.999,8753779
2020-12-22,20201222,0,377.119,378.798,369.468,370.214,2993904
2020-12-23,20201223,0,368.535,376.559,367.975,376.186,2409566
2020-12-24,20201224,0,377.119,386.635,374.693,385.329,4051366
2020-12-28,20201228,0,386.449,393.166,384.396,388.128,3374941
2020-12-29,20201229,0,388.688,391.3,384.583,386.262,1805822
2020-12-30,20201230,0,386.449,397.458,386.075,397.458,3890330
2020-12-31,20201231,0,396.898,403.056,396.898,401.19,2202720
2021-01-04,20210104,0,396.525,410.893,395.965,410.893,4024309
2021-01-05,20210105,0,412.199,429.18,411.08,423.955,6553579
2021-01-06,20210106,0,425.075,428.247,418.357,421.529,4365134
2021-01-07,20210107,0,423.209,428.993,413.506,414.998,4614058
2021-01-08,20210108,0,419.477,433.285,415.745,420.41,8825247
2021-01-11,20210111,0,426.381,427.314,420.037,421.343,2986533
2021-01-12,20210112,0,419.85,424.142,412.013,421.716,2934005
2021-01-13,20210113,0,420.037,426.194,418.357,422.089,2496801
2021-01-14,20210114,0,423.582,428.807,418.917,428.247,3352362
2021-01-15,20210115,0,425.448,440.003,423.022,427.687,5849630
2021-01-18,20210118,0,422.649,452.505,421.903,451.012,9578365
2021-01-19,20210119,0,451.945,489.825,451.945,473.498,15110868
2021-01-20,20210120,0,467.433,485.16,467.433,473.031,10452679
2021-01-21,20210121,0,476.297,489.825,471.632,480.962,7259673
2021-01-22,20210122,0,477.696,485.16,473.964,477.23,6676175
2021-01-25,20210125,0,484.227,516.416,483.294,515.949,10128368
2021-01-26,20210126,0,499.155,505.686,478.163,480.962,16647146
2021-01-27,20210127,0,479.096,486.56,468.366,477.23,9225597
2021-01-28,20210128,0,461.835,477.696,459.969,461.648,11881568
2021-01-29,20210129,0,464.074,476.763,462.768,465.38,8170001
2021-02-01,20210201,0,465.94,475.83,457.73,471.632,5787212
2021-02-02,20210202,0,483.294,493.557,478.629,486.56,6566734
2021-02-03,20210203,0,487.959,492.624,483.761,487.493,4103147
2021-02-04,20210204,0,478.163,485.16,470.699,475.83,5741775
2021-02-05,20210205,0,480.962,496.356,480.495,483.761,5851963
2021-02-08,20210208,0,489.825,494.024,480.962,484.227,3930916
2021-02-09,20210209,0,485.16,485.16,478.629,481.428,3097560
2021-02-10,20210210,0,486.56,498.222,484.694,497.756,4678808
2021-02-11,20210211,0,494.024,505.22,492.158,500.088,2327275
2021-02-16,20210216,0,507.552,516.416,501.954,509.885,4870353
2021-02-17,20210217,0,506.619,532.277,504.753,526.678,5086063
2021-02-18,20210218,0,529.011,537.875,520.614,528.545,6628032
2021-02-19,20210219,0,520.148,530.411,513.616,528.545,4896664
2021-02-22,20210222,0,540.673,547.671,522.48,523.88,7384788
2021-02-23,20210223,0,519.681,529.011,505.686,520.614,4814373
2021-02-24,20210224,0,521.547,527.145,456.797,475.83,36626688
2021-02-25,20210225,0,481.895,487.493,461.835,467.9,18585826
2021-02-26,20210226,0,457.17,457.17,436.644,443.735,18893996
2021-03-01,20210301,0,447.28,458.103,441.496,457.916,9119795
2021-03-02,20210302,0,463.888,474.897,447.84,454.931,10107282
2021-03-03,20210303,0,459.409,466.127,454.184,463.141,4510588
2021-03-04,20210304,0,453.438,458.849,445.974,450.639,7380310
2021-03-05,20210305,0,441.869,456.05,433.845,447.653,8275430
2021-03-08,20210308,0,452.132,453.251,418.544,421.529,15441243
2021-03-09,20210309,0,423.407,428.876,405.679,412.845,12384702
2021-03-10,20210310,0,427.179,429.065,415.863,419.258,6334320
2021-03-11,20210311,0,421.332,438.118,419.824,435.1,6937180
2021-03-12,20210312,0,439.249,442.267,424.539,425.859,5603212
2021-03-15,20210315,0,427.179,431.705,413.977,418.881,5249021
2021-03-16,20210316,0,425.293,435.666,424.35,427.368,4189560
2021-03-17,20210317,0,426.236,431.894,420.578,428.499,2516867
2021-03-18,20210318,0,433.026,449.057,432.837,443.21,7271096
2021-03-19,20210319,0,436.609,442.833,430.008,437.552,4483494
2021-03-22,20210322,0,433.591,439.249,430.008,430.197,4134112
2021-03-23,20210323,0,432.271,436.798,421.144,422.275,5393017
2021-03-24,20210324,0,421.332,423.596,409.451,410.959,6886729
2021-03-25,20210325,0,407.753,430.574,397.003,425.104,8332914
2021-03-26,20210326,0,429.065,441.324,427.368,437.552,6637966
2021-03-29,20210329,0,441.324,443.776,434.157,441.324,5060610
2021-03-30,20210330,0,442.267,442.644,434.534,439.438,2695000
2021-03-31,20210331,0,440.57,446.793,429.065,430.951,3695240
2021-04-01,20210401,0,434.346,443.964,422.841,443.021,6910493
2021-04-07,20210407,0,440.947,441.89,429.442,430.197,4397869
2021-04-08,20210408,0,429.442,441.89,429.442,439.249,2336754
2021-04-09,20210409,0,446.039,446.982,435.1,436.798,3038818
2021-04-12,20210412,0,438.495,438.495,428.499,430.008,1934659
2021-04-13,20210413,0,430.574,436.42,427.368,429.065,1784533
2021-04-14,20210414,0,433.026,438.495,431.328,435.855,2268952
2021-04-15,20210415,0,436.609,438.495,431.894,438.306,1751434
2021-04-16,20210416,0,437.552,444.53,436.986,441.701,2406536
2021-04-19,20210419,0,443.21,457.166,438.872,453.583,5048822
2021-04-20,20210420,0,453.017,460.184,446.228,459.807,3798215
2021-04-21,20210421,0,453.394,456.412,448.868,453.017,3319454
2021-04-22,20210422,0,453.583,456.978,452.263,452.451,2943009
2021-04-23,20210423,0,451.508,459.618,450.0,456.978,2380415
2021-04-26,20210426,0,459.995,469.614,456.601,463.767,4245480
2021-04-27,20210427,0,463.956,466.596,460.75,463.013,3003455
2021-04-28,20210428,0,460.561,467.917,458.298,459.807,3555770
2021-04-29,20210429,0,462.07,464.899,450.0,452.074,3639980
2021-04-30,20210430,0,449.057,451.697,441.513,443.21,3234113
2021-05-03,20210503,0,443.21,443.21,436.798,438.118,1862896
2021-05-04,20210504,0,438.684,445.285,438.684,444.53,1058235
2021-05-05,20210505,0,442.833,445.096,438.684,441.513,1046070
2021-05-06,20210506,0,444.907,447.171,437.929,438.306,2601737
2021-05-07,20210507,0,443.021,445.85,426.236,426.613,4624849
2021-05-10,20210510,0,432.46,435.666,427.556,430.385,2444822
2021-05-11,20210511,0,425.293,425.293,415.863,418.503,4853244
2021-05-12,20210512,0,420.012,422.464,415.863,421.71,3649693
2021-05-13,20210513,0,417.749,419.069,414.92,415.486,4435212
2021-05-14,20210514,0,418.692,422.653,414.92,416.429,2843994
2021-05-17,20210517,0,416.806,422.464,415.674,419.258,4364204
2021-05-18,20210518,0,423.784,434.723,422.464,428.499,3190923
2021-05-20,20210520,0,428.311,434.723,425.293,432.083,2937256
